Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (kgf/W),Overall Efficiency (kgf/W),Vibration (g),App message,
0,1000,,,,-0.0625,0.02734375,-1.052734375,0.0012869831697704024,0.002602040248745703,15.996500015258789,0.05615234375,0,0,0.8982409676536918,0,0,0,0,0.05859375,,
0,1000,,,,-0.0625,0.029296875,-1.0546875,0.0013352291500651576,0.002288326973779355,15.99111270904541,0.048828125,0,0,0.7808160502463579,0,0,0,0,0.05859375,,
0.02480000000074506,1000,,,,-0.0625,0.02734375,-1.052734375,0.001445911984093619,0.0019060028256443914,15.993600845336914,0.0400390625,0,0,0.6403687838464975,0,0,0,0,0.05859375,,
0.05216500000003725,1000,,,,-0.0625,0.029296875,-1.052734375,0.0013685427109550092,0.00243850886073133,15.99100112915039,0.06103515625,0,0,0.9760132525116205,0,0,0,0,0.05859375,,
0.08171500000078231,1000,,,,-0.0625,0.029296875,-1.0546875,0.0012631683762587523,0.0022527283042796274,15.993335723876953,0.0455729179084301,0,0,0.7288629760262069,0,0,0,0,0.05859375,,
0.10595000000018627,1000,,,,-0.0625,0.029296875,-1.05078125,0.001563669349442768,0.001782158391830105,15.995555877685547,0.0434027761220932,0,0,0.6942515307076178,0,0,0,0,0.05859375,,
0.1351000000005588,1000,,,,-0.0625,0.02734375,-1.056640625,0.0016134338956930977,0.0021414824620929794,15.995500564575195,0.050048828125,0,0,0.8005560585297644,0,0,0,0,0.05859375,,
0.16204000000003727,1000,,,,-0.0625,0.02734375,-1.0546875,0.0015486184003345484,0.0023695364385756083,15.993202209472656,0.0498046875,0,0,0.7965364381670952,0,0,0,0,0.05859375,,
0.19064000000059605,1000,,,,-0.0625,0.02734375,-1.05078125,0.0014898998706088721,0.0018229578044520584,15.993335723876953,0.0455729179084301,0,0,0.7288629760262069,0,0,0,0,0.05859375,,
0.21841500000096858,1000,,,,-0.0625,0.02734375,-1.0546875,0.0014396332033860405,0.0027366477177915476,15.993779182434082,0.0520833320915699,0,0,0.8330093125579516,0,0,0,0,0.05859375,,
0.250890000000596,1000,,,,-0.0625,0.02734375,-1.052734375,0.0013528902102914397,0.0028145198073222014,15.995112419128418,0.0596788190305233,0,0,0.9545694194340406,0,0,0,0,0.05859375,,
0.2830650000004098,1000,,,,-0.0625,0.029296875,-1.052734375,0.0014708221162693818,0.0029413400674149805,15.993820190429688,0.05060369148850441,0,0,0.8093463426391168,0,0,0,0,0.05859375,,
0.3134300000006333,1000,,,,-0.0625,0.02734375,-1.0546875,0.0014833390385100337,0.003072610161195225,15.993820190429688,0.05326704680919647,0,0,0.8519435687414898,0,0,0,0,0.05859375,,
0.3378050000006333,1000,,,,-0.0625,0.025390625,-1.05078125,0.0013216436973558826,0.001730985304424247,15.99480152130127,0.0478515625,0,0,0.7653762446716428,0,0,0,0,0.05859375,,
0.37464000000059605,1000,,,,-0.0625,0.029296875,-1.052734375,0.0016082358850247496,0.002541967493964913,15.994001388549805,0.059814453125,0,0,0.9566724463365972,0,0,0,0,0.05859375,,
